Country Code,Country Name,Indicator Name,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
GEO,Georgia,"Physicians (per 1,000 people)",3.7156,3.8069,3.8267,3.8009,3.8164,3.8683,3.9027,4.0001,4.2219,4.4466,4.5004,4.4868,4.5145,4.7754,5.0055,5.9973,6.1297,7.1201,7.0784,
GHA,Ghana,"Physicians (per 1,000 people)",,0.09,,0.1523,,,0.0725,0.0787,0.0841,0.0938,0.0979,0.0956,0.1026,0.1108,0.1172,0.127,0.092,0.096,0.1064,
GIB,Gibraltar,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
GIN,Guinea,"Physicians (per 1,000 people)",,,,0.1106,0.1032,,,,,,,,,,0.0855,0.0832,,,,
GMB,"Gambia, The","Physicians (per 1,000 people)",,,0.1076,0.1109,0.1075,0.11,0.097,0.1036,,,,,,,0.1021,,0.1138,,0.1073,
GNB,Guinea-Bissau,"Physicians (per 1,000 people)",,,,0.1431,,,,0.0539,0.0836,,0.064,,,,0.2038,0.1274,,,,
GNQ,Equatorial Guinea,"Physicians (per 1,000 people)",,,,0.2134,,,,,,,,,,,,,0.4017,,,
GRC,Greece,"Physicians (per 1,000 people)",4.3059,4.5024,4.6551,4.8013,4.9494,5.3284,5.594,5.7285,5.8695,5.8812,5.9234,5.9213,5.9342,5.9717,5.9914,6.2149,6.1725,6.2262,,
GRD,Grenada,"Physicians (per 1,000 people)",0.562,0.5598,0.5577,,,0.6578,,,,,,,,,,,1.4067,1.4363,,
GRL,Greenland,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
GTM,Guatemala,"Physicians (per 1,000 people)",,,,,,,,,0.9039,,,,,,,,0.28,0.3549,,
GUM,Guam,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
GUY,Guyana,"Physicians (per 1,000 people)",,,,,,,,,0.2153,0.6872,,,,,,,,1.819,,
HIC,High income,"Physicians (per 1,000 people)",,,,,,,,,,3.751262847,,,,,,,3.749275061,,,
HKG,"Hong Kong SAR, China","Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
HND,Honduras,"Physicians (per 1,000 people)",,,,,0.3593,,,,,0.295,,,,,,0.5982,0.3089,,,
HPC,Heavily indebted poor countries (HIPC),"Physicians (per 1,000 people)",,,,,,,,,,0.108963956,,,,,,,0.146857544,,,
HRV,Croatia,"Physicians (per 1,000 people)",2.3938,2.4089,2.4653,2.5304,2.5353,2.5739,2.7047,2.7113,2.7211,2.8428,2.8958,2.9731,3.0178,3.1258,3.1728,2.9996,,,,
HTI,Haiti,"Physicians (per 1,000 people)",,,,,,,,,,,0.1378,,0.23,,0.0852,,,0.2343,,
HUN,Hungary,"Physicians (per 1,000 people)",2.8889,3.1918,3.2431,3.3345,2.7816,3.0406,2.8121,3.1049,3.0399,2.8896,2.9811,3.1062,3.2284,3.3443,3.1178,3.2313,3.3447,3.4075,,
IBD,IBRD only,"Physicians (per 1,000 people)",,,,,,,,,,1.439606046,,,,,,,1.686047865,,,
IBT,IDA & IBRD total,"Physicians (per 1,000 people)",,,,,,,,,,1.184825118,,,,,,,1.385840239,,,
IDA,IDA total,"Physicians (per 1,000 people)",,,,,,,,,,0.385968632,,,,,,,0.468637031,,,
IDB,IDA blend,"Physicians (per 1,000 people)",,,,,,,,,,0.635983426,,,,,,,0.773905306,,,
IDN,Indonesia,"Physicians (per 1,000 people)",,,0.1339,,,,,,0.2635,0.243,,0.2007,0.3121,,0.2738,,0.3767,0.4269,0.4651,
IDX,IDA only,"Physicians (per 1,000 people)",,,,,,,,,,0.25520142,,,,,,,0.318468598,,,
IMN,Isle of Man,"Physicians (per 1,000 people)",,,,,,,,,,1.449,,,,,,,,,,
IND,India,"Physicians (per 1,000 people)",0.5355,0.5553,0.5627,0.5701,0.5885,0.6012,0.6182,0.6342,0.6518,0.6858,0.7376,0.6982,0.717,0.7247,0.7329,0.759,0.7779,0.6857,0.9281,
INX,Not classified,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
IRL,Ireland,"Physicians (per 1,000 people)",2.3856,2.4166,2.5803,2.7454,3.5427,3.6638,3.8986,4.0144,4.0388,4.1326,4.0938,3.9423,3.9347,3.0321,3.1524,3.2323,3.2946,3.3125,3.352,
IRN,"Iran, Islamic Rep.","Physicians (per 1,000 people)",,,,0.8817,0.8869,0.5361,,,,,,,,1.5044,1.1526,,1.1292,1.5844,,
IRQ,Iraq,"Physicians (per 1,000 people)",0.543,,,0.658,0.66,,0.528,,,0.6636,,,,1.0364,,0.8536,0.8375,0.7079,,
ISL,Iceland,"Physicians (per 1,000 people)",4.1145,3.6067,3.6354,4.2082,3.6339,3.6537,3.6894,3.7182,3.6761,3.5654,3.456,3.5074,3.5697,3.6306,3.7826,3.8892,3.9773,4.0778,4.1416,
ISR,Israel,"Physicians (per 1,000 people)",7.3102,7.3414,7.435,7.3718,7.1693,7.0865,7.0662,7.1245,7.1406,6.9675,6.8968,6.5927,6.5539,6.5855,6.6872,6.714,6.7966,6.9443,5.4667,
ITA,Italy,"Physicians (per 1,000 people)",7.0257,7.1168,7.2299,7.3618,7.4034,7.397,7.5503,7.5612,7.5796,7.632,7.7692,7.7028,7.8089,7.8097,7.6959,7.9008,7.961,7.9272,8.013,
JAM,Jamaica,"Physicians (per 1,000 people)",,,0.8315,,,,,0.3965,,,,0.354,0.4677,0.3798,0.4147,0.4549,,,,
JOR,Jordan,"Physicians (per 1,000 people)",2.0369,2.2031,2.2773,2.0426,2.239,2.2911,2.4426,2.2231,2.1287,2.2326,,,2.1947,2.2038,2.8078,,2.3237,,,
JPN,Japan,"Physicians (per 1,000 people)",,1.9695,,2.0228,,2.0746,,2.1394,,2.2059,,2.274,,2.3413,,2.4115,,2.4796,,
KAZ,Kazakhstan,"Physicians (per 1,000 people)",3.4399,3.583,3.6168,3.5907,3.6038,3.6983,3.6547,3.7161,3.7808,3.9278,3.9483,3.9108,3.9508,3.98,,,,,,
KEN,Kenya,"Physicians (per 1,000 people)",,0.1335,,,,,,0.1664,0.1686,0.1696,0.1748,0.1825,0.1907,0.1959,,,,0.1565,,
KGZ,Kyrgyz Republic,"Physicians (per 1,000 people)",2.6959,2.5862,2.5735,2.561,2.5167,2.4489,2.358,2.3528,2.3409,2.3394,2.286,2.2623,2.2614,2.213,,,,,,
KHM,Cambodia,"Physicians (per 1,000 people)",,,,,,,,0.2444,0.2378,0.2302,0.2263,0.1651,,0.1927,,,,,,
KIR,Kiribati,"Physicians (per 1,000 people)",,,,,,,,0.253,,0.3984,0.1433,,0.2039,,,,,,,
KNA,St. Kitts and Nevis,"Physicians (per 1,000 people)",1.0987,,,,,,,,,,,,,,2.6758,,,2.7672,,
KOR,"Korea, Rep.","Physicians (per 1,000 people)",1.3775,1.4776,1.555,1.5515,1.6086,1.6707,1.7225,1.8407,1.9185,1.9839,2.0361,2.0798,2.1632,2.207,2.2494,2.3037,2.3608,2.4082,,
KWT,Kuwait,"Physicians (per 1,000 people)",,,1.9,1.5,1.8,1.4543,1.8814,1.8806,1.8929,2.4296,2.456,2.4662,2.5332,2.6522,2.6463,,,,,
LAC,Latin America & Caribbean (excluding high income),"Physicians (per 1,000 people)",,,,,,,,,,2.226464468,,,,,,,2.961419414,,,
LAO,Lao PDR,"Physicians (per 1,000 people)",,,,0.3532,0.2806,,,,0.197,,,0.18,0.4493,0.4949,,,0.3726,,,
LBN,Lebanon,"Physicians (per 1,000 people)",2.8827,,,,,2.4707,2.3464,,,2.3385,2.6201,,2.2486,2.0735,2.103,2.0115,2.0255,2.1038,,
LBR,Liberia,"Physicians (per 1,000 people)",,,,0.0328,,,,0.0141,0.024,0.0231,,,,,0.0376,,,,,
LBY,Libya,"Physicians (per 1,000 people)",,,,1.2381,,,,1.8425,1.9578,,,,,2.0583,1.8943,,2.0905,,,
LCA,St. Lucia,"Physicians (per 1,000 people)",0.819,0.4391,0.4673,0.4203,0.508,,0.185,0.1588,0.1045,1.6485,1.8063,2.1392,2.4394,1.8564,,,0.6409,,,
LCN,Latin America & Caribbean,"Physicians (per 1,000 people)",,,,,,,,,,2.257550638,,,,,,,2.982284247,,,
LDC,Least developed countries: UN classification,"Physicians (per 1,000 people)",,,,,,,,,,0.194200727,,,,,,,0.273368556,,,
LIC,Low income,"Physicians (per 1,000 people)",,,,,,,,,,0.341406595,,,,,,,0.321464881,,,
LIE,Liechtenstein,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
LKA,Sri Lanka,"Physicians (per 1,000 people)",0.4433,,,0.5405,0.5218,0.5219,0.5555,0.6244,0.6826,0.7239,0.7391,0.7645,0.7983,0.8364,0.8624,0.8925,0.9277,1.0041,1.1539,
LMC,Lower middle income,"Physicians (per 1,000 people)",,,,,,,,,,0.654143991,,,,,,,0.838469838,,,
LMY,Low & middle income,"Physicians (per 1,000 people)",,,,,,,,,,1.191296262,,,,,,,1.38532465,,,
LSO,Lesotho,"Physicians (per 1,000 people)",,,0.0441,,,,,,,0.0692,,,,,,,,,,
LTE,Late-demographic dividend,"Physicians (per 1,000 people)",,,,,,,,,,1.891506079,,,,,,,2.209689404,,,
LTU,Lithuania,"Physicians (per 1,000 people)",3.6276,3.7009,3.6698,3.6222,3.6961,3.7529,3.8512,3.8635,3.849,3.9138,4.0238,4.1384,4.2042,4.2507,4.2993,4.4338,4.5291,6.3528,5.0399,
LUX,Luxembourg,"Physicians (per 1,000 people)",2.8714,2.9412,3.0807,3.1607,2.5994,2.616,2.7227,2.7359,2.717,2.7683,2.7614,2.8047,2.8327,2.8891,2.9222,2.9052,3.0073,,,
LVA,Latvia,"Physicians (per 1,000 people)",2.6629,2.7623,2.8094,2.8975,2.9432,3.0196,3.1464,3.2424,3.1485,3.0757,3.0837,3.0913,3.1408,3.1724,3.1656,3.1885,3.1905,3.3015,,
MAC,"Macao SAR, China","Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
MAF,St. Martin (French part),"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
MAR,Morocco,"Physicians (per 1,000 people)",0.483,,,0.531,,,0.5862,,0.6477,,,,0.632,0.9135,,,0.7308,,,
MCO,Monaco,"Physicians (per 1,000 people)",,,,,,,,,,,6.4167,6.4384,7.7778,7.5067,,,,,,
MDA,Moldova,"Physicians (per 1,000 people)",2.2925,2.3103,2.2824,2.1814,2.3783,2.3768,2.3871,2.3545,2.3912,2.3808,2.4142,2.4135,2.5028,2.4746,2.4836,,3.2066,,2.5586,
MDG,Madagascar,"Physicians (per 1,000 people)",0.087,0.1362,0.1476,0.1562,0.1801,0.1705,0.1813,0.186,0.1813,0.1953,0.144,0.1427,0.1534,0.1812,,,,,,
MDV,Maldives,"Physicians (per 1,000 people)",,,,0.9701,,,1.6468,,1.4884,1.4356,,,,1.7701,,,1.7486,1.7084,,
MEA,Middle East & North Africa,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,1.404185548,,,
MEX,Mexico,"Physicians (per 1,000 people)",3.0322,3.0535,3.1577,3.3062,3.5303,3.762,3.843,3.8988,3.9581,3.9972,4.2008,4.2236,4.311,4.4526,4.6493,4.6488,4.7654,4.8496,,
MHL,Marshall Islands,"Physicians (per 1,000 people)",,,,,,,0.5536,,,0.5674,0.5841,0.4233,,,,,,,,
MIC,Middle income,"Physicians (per 1,000 people)",,,,,,,,,,1.272983009,,,,,,,1.498612376,,,
MKD,North Macedonia,"Physicians (per 1,000 people)",2.1828,2.2319,2.1662,2.1828,2.1317,2.5142,2.446,2.5947,2.5926,2.6759,2.7257,2.7744,2.7956,,2.8736,,,,,
MLI,Mali,"Physicians (per 1,000 people)",,,,0.0851,,,0.0776,,0.0923,0.1021,0.1037,0.1071,,,,0.1395,,0.1286,,
MLT,Malta,"Physicians (per 1,000 people)",3.081,3.2656,3.128,,,,,3.3553,1.9169,2.153,2.2384,2.3566,2.4595,2.6592,2.8598,,,,,
MMR,Myanmar,"Physicians (per 1,000 people)",,,,0.3663,0.3797,0.4158,0.4393,0.4748,0.4883,0.5224,0.5506,0.5802,,,,0.6195,0.8638,0.677,0.7369,
MNA,Middle East & North Africa (excluding high income),"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,1.145053252,,,
MNE,Montenegro,"Physicians (per 1,000 people)",1.9129,1.9009,1.8547,1.9363,1.9517,1.9922,1.99,2.1117,2.1031,2.0439,2.0134,2.0387,2.1523,2.1861,2.3764,,,2.7557,,
MNG,Mongolia,"Physicians (per 1,000 people)",,2.7553,,,,,,2.8816,2.6704,2.7564,2.8671,3.0435,3.0922,3.1632,3.2194,2.8592,,3.8518,,
MNP,Northern Mariana Islands,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
MOZ,Mozambique,"Physicians (per 1,000 people)",,,,0.0258,,0.026,,,0.0455,0.0487,0.0524,0.0546,0.0568,,,,0.0761,0.0838,0.0846,
MRT,Mauritania,"Physicians (per 1,000 people)",,,,0.1065,,,,,0.1311,0.1565,,,,0.1582,0.171,,0.1847,0.1865,,
MUS,Mauritius,"Physicians (per 1,000 people)",,,,1.0718,,,1.1549,1.17,1.1857,1.2019,1.4467,1.3738,1.6296,1.9318,2.0246,2.1943,2.3147,2.5331,,
MWI,Malawi,"Physicians (per 1,000 people)",,,0.011,0.0216,,,,0.0187,0.0188,,,,0.0126,,,0.0313,,0.0358,,
MYS,Malaysia,"Physicians (per 1,000 people)",,0.7031,,,,,,0.9216,,1.1691,1.2777,1.332,,,1.5358,,,,,
NAC,North America,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,2.587321379,,,
NAM,Namibia,"Physicians (per 1,000 people)",,,,0.3135,,,0.3857,,,,,,,,,,0.5914,,,
NCL,New Caledonia,"Physicians (per 1,000 people)",,,,,,,,,,,,,,,,,,,,
NER,Niger,"Physicians (per 1,000 people)",,0.033,,0.0226,,,,0.0189,0.0277,,,0.0535,0.0511,0.0272,0.0472,0.0433,,,,
NGA,Nigeria,"Physicians (per 1,000 people)",,,0.2648,,0.2824,0.3481,0.3784,0.3762,0.3782,,,,0.3828,,,0.4494,,0.3806,,
NIC,Nicaragua,"Physicians (per 1,000 people)",,,0.3864,,0.4996,0.4924,0.5265,0.6486,0.7032,0.7278,0.8137,0.8605,0.8981,0.8946,0.9312,0.9537,0.9895,1.6645,,
